Formulation,Helper_lipid_ID,Comment,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,split_name_for_normalization,toxicity_class
Lxue,DOPE,Tox,8-a3-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2780",3A4-Cit,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Han_a3,DOPE,,C5-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Liu_iphos,MDOA,,22A2-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,10-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Han_a3,DOPE,,A25-4,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Lin_peptide,DSPC,,a12-1,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
Lxue,DOPE,Tox,4-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,6A1-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,28A5-P8,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,A4-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Liu_iphos,MDOA,,23A3-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lin_peptide,DSPC,,a10-1,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
Lxue,DOPE,Tox,3-a2-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2745",3A4-Far,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Liu_iphos,MDOA,,8A1-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,21A2-P7,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,5A1-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,12-a2-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ac18,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Lin_peptide,DSPC,,a12dab-2,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,0
Liu_iphos,MDOA,,16A1-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
zhang,DSPC,,GT-C14,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,2
Liu_iphos,MDOA,,24A3-P7,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac10,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Lxue,DOPE,Tox,1-a2-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,3A1-P14,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
zhang,DSPC,,KN-C13,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,2
Lin_peptide,DSPC,,aam12-5,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
Liu_iphos,MDOA,,8A1-P5,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,15T-O9,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
Lxue,DOPE,Tox,4-a3-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,10T-O14,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep8,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Liu_iphos,MDOA,,28A4-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,17A1-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,2-a3-7b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,22A3-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,22A2-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,7A1-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,25A4-P8,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
zhang,DSPC,,GT-C12,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,1
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep14,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2769",6A3-2C,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Liu_iphos,MDOA,,27A2-P12,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,26A2-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,C19-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Liu_iphos,MDOA,,27A4-P12,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,3T-O12,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
Liu_iphos,MDOA,,23A2-P8,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,5A1-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,28A4-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,B24-4,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Lin_peptide,DSPC,,a12dap-3,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
Liu_iphos,MDOA,,25A4-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,9-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2724",3A4-4T,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Liu_iphos,MDOA,,10A1-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,12A1-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2720",6A3-Ne,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Lxue,DOPE,Tox,2-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,25A2-P14,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,26A2-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,8A1-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,15A1-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,3A1-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,5-a2-9b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
xyu,DOPE,,AM-Ac8,Yu_Aminoglycoside,mRNA,IGROV1,1.0,Yu_Aminoglycoside,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep8,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Liu_iphos,MDOA,,28A4-P5,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,15A1-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,28A5-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,1-a2-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Lxue,DOPE,Tox,8-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Lxue,DOPE,Tox,7-a2-8,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Lin_peptide,DSPC,,e12-1,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2765",2A9V-2C,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ac8,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Han_a3,DOPE,,B15-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Lxue,DOPE,Tox,11-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,28A5-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,25A4-P5,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,8A1-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,10A1-P5,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,1-a3-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,7A1-P5,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,3-a2-9b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,21A2-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,7T-O12,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
Liu_iphos,MDOA,,15A1-P7,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,24A4-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,C12-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Lin_peptide,DSPC,,a6-3,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,0
Liu_iphos,MDOA,,4A1-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,26A3-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,27A2-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,14T-O16,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
Liu_iphos,MDOA,,25A2-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,23A4-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,11-a2-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
xyu,DOPE,,GT-EP10-1,Yu_Aminoglycoside,mRNA,IGROV1,1.0,Yu_Aminoglycoside,0
Liu_iphos,MDOA,,26A3-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,28A5-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
xyu,DOPE,,AM-Ac12,Yu_Aminoglycoside,mRNA,IGROV1,1.0,Yu_Aminoglycoside,0
Liu_iphos,MDOA,,11A1-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lin_peptide,DSPC,,a8-2,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
Liu_iphos,MDOA,,5A1-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,26A4-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,19A2-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lin_peptide,DSPC,,a16-2,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,0
Liu_iphos,MDOA,,25A4-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,10A1-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,5-a2-8,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ac8,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,21T-O16,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
zhang,DSPC,,GN-C13,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,2
Lxue,DOPE,Tox,5-a2-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,16A1-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,27A2-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,14A1-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,27A4-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,28A3-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,21A2-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,6A1-P7,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
zhang,DSPC,,HG-C10,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,0
Han_a3,DOPE,,C25-4,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Lin_peptide,DSPC,,e14-5,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
Liu_iphos,MDOA,,23A4-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,20A3-P14,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,A5-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Liu_iphos,MDOA,,14A1-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,19A2-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,6-a3-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
zhang,DSPC,,HG-C13,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,9T-O12,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep14,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Liu_iphos,MDOA,,7A1-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
xyu,DOPE,,HG-EP8,Yu_Aminoglycoside,mRNA,IGROV1,1.0,Yu_Aminoglycoside,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ac14,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,13T-O16,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
xyu,DOPE,,HG-Ac6,Yu_Aminoglycoside,mRNA,IGROV1,1.0,Yu_Aminoglycoside,0
Liu_iphos,MDOA,,23A2-P4,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,22A2-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,25A2-P8,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,22A3-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,A22-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Han_a3,DOPE,,A30-4,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Liu_iphos,MDOA,,28A3-P9,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,A21-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Lin_peptide,DSPC,,a12-3,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,2
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep12,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Liu_iphos,MDOA,,10A1-P10,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Han_a3,DOPE,,A2-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0
Liu_iphos,MDOA,,25A2-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,14A1-P5,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,11A1-P14,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,6A1-P15,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,23A3-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2757",2A9-2T,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Liu_iphos,MDOA,,17A1-P12,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lin_peptide,DSPC,,e10-5,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,1
Liu_iphos,MDOA,,26A4-P16,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
xyu,DOPE,,AM-EP10,Yu_Aminoglycoside,mRNA,IGROV1,1.0,Yu_Aminoglycoside,0
ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac16,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0
Liu_iphos,MDOA,,18A1-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,10-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,22A3-P12,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Liu_iphos,MDOA,,23A2-P6,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lin_peptide,DSPC,,a18-4,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,0
zhang,DSPC,,RB-C10,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2768",4A3-2C,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Lin_peptide,DSPC,,a18-5,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,0
Han_amidine,DOPE,Computed with aid lipid molwt as 865,20T-O14,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0
Liu_iphos,MDOA,,26A4-P11,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2756",2A2-2T,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0
Liu_iphos,MDOA,,28A4-P13,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Lxue,DOPE,Tox,11-a3-6b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0
Liu_iphos,MDOA,,28A4-P7,Liu_iphos,mRNA,IGROV1,1.0,Liu_iphos,0
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_HeLa,mRNA,HeLa,0.25,Farbiak_Dendrimer_HeLa,0
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_HeLa,mRNA,HeLa,0.25,Farbiak_Dendrimer_HeLa,0
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_HeLa,mRNA,HeLa,0.25,Farbiak_Dendrimer_HeLa,0
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_HeLa,mRNA,HeLa,0.25,Farbiak_Dendrimer_HeLa,1
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_igrov1,mRNA,IGROV1,0.25,Farbiak_Dendrimer_igrov1,0
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_igrov1,mRNA,IGROV1,0.25,Farbiak_Dendrimer_igrov1,0
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_igrov1,mRNA,IGROV1,0.25,Farbiak_Dendrimer_igrov1,0
Farbiak_dendrimer,DOPE,calculated based off 10000:1 mol ratio,4A3-SC6,Farbiak_Dendrimer_igrov1,mRNA,IGROV1,0.25,Farbiak_Dendrimer_igrov1,0
Han_branched,DOPE,,8,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,14,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,6-8,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,12-10,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,14-12,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,8,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,14,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,6-8,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,12-10,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,14-12,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,8,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DOPE,,14,Han_branched,mRNA,HepG2,0.33,Han_branched,2
